id,title,mean,rank,popularity,synopsis,media_type,num_episodes,genres,studios
15,Eyeshield 21,7.93,874,1427,"Shy, reserved, and small-statured, Deimon High School student Sena Kobayakawa is the perfect target for bullies. However, as a result of running errands throughout his life, Sena has become agile and developed a skill for avoiding crowds of people. After the cunning Youichi Hiruma—captain of the Deimon Devil Bats football team—witnesses Sena's rapid legs in motion, he coerces the timid boy into joining his squad.

As Hiruma wants to conceal Sena's identity from other clubs, Sena is forced to hide under the visored helmet of ""Eyeshield 21,"" a mysterious running back wearing the number 21 jersey. The legendary Eyeshield 21 can supposedly run at the speed of light and has achieved remarkable feats in the United States during his time at the Notre Dame College.

Accustomed to avoiding his problems in the past, Sena's specialty might just help him become the new secret weapon of the Deimon Devil Bats. As he interacts with his teammates, Sena gradually gains more self-confidence and forges valuable bonds along the way.

[Written by MAL Rewrite]",tv,145,"Shounen, Sports, Team Sports",Gallop
54118,IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,7.93,875,9921,"A live performance by IDOLiSH7, TRIGGER, Re:vale, and ŹOOĻ , 4 groups with different charms, will meet in one place, and the grand live entertainment will begin! 

(Source: Translated, edited from official website)",movie,2,"Idols (Male), Music",Orange
187,Initial D Third Stage,7.93,876,1348,"Takumi Fujiwara is a skilled street racer, but he suffers a crushing loss against the team Emperor's leader Kyoichi Sudou due to his AE86 experiencing an engine failure. Doubting his abilities, the recent high school graduate is then approached by the Akagi RedSuns' team leader Ryousuke Takahashi, who proposes the formation of a professional street racing team. Although it would be the ideal way to improve as a street racer, Takumi remains undecided.

Does the young street racer have what it takes to become a professional? Perhaps Ryousuke and the RedSuns can help him reevaluate his own doubts and misconceptions concerning street racing. However, first and foremost, Takumi decides to settle the score with Kyoichi Sudou...

[Written by MAL Rewrite]",movie,1,"Action, Drama, Racing, Seinen",Studio Deen
11739,Kimi to Boku. 2,7.93,877,2481,"""No matter how many years go by, I'm sure we'll still be laughing together."" 

Twins Yuta and Yuki, Kaname, and Shun have been childhood friends since kindergarten. When transfer student Chizuru joins them, their five man school life becomes all the more lively. Through the changing seasons, the boys will find laughter, surprises, love, and new encounters waiting for them. 

The second season of the boys growing a little every day of their invaluable daily lives is about to begin! 

(Source: Crunchyroll) ",tv,13,"Iyashikei, School, Shounen, Slice of Life",J.C.Staff
41169,Love Live! Superstar!!,7.93,878,2781,"Everyone has a dream they strive to achieve, and so does the musically talented Kanon Shibuya. However, due to her stage fright, Kanon fails to make it into Yuigaoka Girls' High School's music program and instead ends up in the general curriculum. Even though Kanon makes the conscious decision to quit music altogether, her classmate Tang Keke rekindles Kanon's passion for music with her own: a passion for school idols.

Although Keke and Kanon try to form a school idol group, their effort meets strong objections from Ren Hazuki, the daughter of the school's director. Even so, the girls soon visit the director, who allows them to set up their school idol club under one condition—they must win first place at the Yoyogi School Idol Festival.

The resilience of these aspiring idols is put to the test as they face the challenges that come their way. Throughout their journey, the girls make new friends and meet new members that join them to become the dazzling idols others can only imagine.

[Written by MAL Rewrite]",tv,12,"Idols (Female), Music, School, Slice of Life",Sunrise
24997,Love Live! The School Idol Movie,7.93,879,1891,"Hot on the heels of the third year students' graduation, μ's is invited to New York in hopes of spreading the joy of school idols to other parts of the world. Due to the events of the recent Love Live!, μ's has reached eminent stardom which results in crowds swarming them whenever they appear in public. With the increased attention, however, comes a difficult choice.

Having yet to publicly announce the decision they came to regarding their future, the young members of μ's are pushed to continue performing by rival group A-RISE, Otonokizaka High School, and even Love Live! itself. As leader, Honoka Kousaka is left wondering if the path they have chosen is truly for the best, as μ's must re-evaluate their choices and come to a final decision on what they want for the future.

Love Live! The School Idol Movie depicts the final chapter in μ's story as the girls explore just what being an idol means to them as well as the bond that connects the nine of them together.

[Written by MAL Rewrite]",movie,1,"Award Winning, Idols (Female), Music, School, Slice of Life",Sunrise
55742,Mahoutsukai no Yome Season 2 Part 2,7.93,880,2054,"Following a series of attacks that have left teachers and students alike sapped of their magic, headmistress Liza Quillyn decides to seal off the College, rendering it impossible to enter or leave the premises. As a result, Philomela Sargant is unable to comply with her grandmother Lizbeth's order to withdraw from the school.

Trapped inside the College, Chise Hatori and her classmates begin to adjust to their novel and stressful circumstances. But as time goes on, Philomela's condition only gets worse—both mentally and physically. Meanwhile, details about the tragic past of Chise's roommate, Lucy Webster, continue to resurface. As Chise grapples with worries about her friends and with her evolving self, the identity of the mysterious magic-draining culprit plaguing the College may finally come to light.

[Written by MAL Rewrite]",tv,12,"Drama, Fantasy, Mythology, Romance, School, Shounen, Urban Fantasy",Studio Kafka
10721,Mawaru Penguindrum,7.93,881,885,"For the Takakura family, destiny is an ever-spinning wheel, pointing passionately in their direction with equal tides of joy and sorrow before ticking on to the next wishmaker. With their parents gone, twin brothers Kanba and Shouma live alone with their beloved little sister Himari, whose poor health cannot decline any further.

On the day Himari is given permission to temporarily leave the hospital, her brothers take her out to the aquarium to celebrate, where the family's supposed fate is brought forth with her sudden collapse. However, when Himari is inexplicably revived by a penguin hat from the aquarium's souvenir shop, the hand of fate continues to tick faithfully forward.

With her miraculous recovery, though, comes a cost: there is a new entity within her body, whose condition for keeping her fate at bay sends the boys on a wild goose chase for the mysterious ""Penguin Drum."" In their search, the boys will have to follow the threads of fate leading from their own shocking past and into the lives of other wishmakers vying for the Penguin Drum, all hoping to land upon their chosen destiny.

[Written by MAL Rewrite]",tv,24,"Avant Garde, Drama, Mystery, Psychological, Supernatural, Suspense",Brain's Base
60726,My Melody & Kuromi,7.93,882,8293,"When My Melody's visit to the Cloud Kingdom leads to a whirlwind of trouble, can she, Kuromi and their friends save their home before it's too late?

(Source: Netflix)",ona,12,Fantasy,Wit Studio
10049,Nurarihyon no Mago: Sennen Makyou,7.93,883,1598,"Long before Rikuo Nura was born, the legendary youkai Nurarihyon, leader of a ""Night Parade of One Hundred Demons,"" fell in love with a human woman. Though the two would initially find happiness, a threat from the terrifying fox-demon Hagoromo Gitsune would get in the way of their relationship. 

In the present, Rikuo has taken his rightful place as the heir to the Nura Clan. While he has accepted his youkai side, he must continue to maintain the secret of youkai, a difficult task when faced with the Keikain onmyouji clan and his youkai-obsessed friend, Kiyotsugu. Even so, Rikuo will do what he must to protect those important to him.

The reappearance of the sinister Hagoromo Gitsune marks the start of Rikuo's most fearsome trial yet. The frightening creature bears a personal vendetta against his family and will stop at nothing to see her dream come to fruition. The world stands at a precipice, an all-out war that will drag Rikuo centerstage.

[Written by MAL Rewrite]",tv,24,"Action, Mythology, Shounen, Supernatural",Studio Deen
31174,Osomatsu-san,7.93,884,1528,"The majority of the Matsuno household is comprised of six identical siblings: self-centered leader Osomatsu, manly Karamatsu, voice of reason Choromatsu, cynical Ichimatsu, hyperactive Juushimatsu, and lovable Todomatsu. Despite each one of them being over the age of 20, they are incredibly lazy and have absolutely no motivation to get a job, choosing to live as NEETs instead. In the rare occurrence that they try to look for employment and are somehow able to land an interview, their unique personalities generally lead to their swift rejection.

From trying to pick up girlfriends to finding the perfect job, the daily activities of the Matsuno brothers are never dull as they go on all sorts of crazy, and often downright bizarre, adventures. Though they desperately search for a way to improve their social standing, it won't be possible if they can't survive the various challenges that come with being sextuplets!

[Written by MAL Rewrite]",tv,25,"Adult Cast, Comedy, Gag Humor, Parody",Studio Pierrot
12477,Sakasama no Patema,7.93,885,879,"Patema is a plucky young girl from an underground civilization boasting an incredible network of tunnels. Inspired by a friend that mysteriously went missing, she is often reprimanded due to her constant excursions of these tunnels due to her royal status. After she enters what is known as the ""forbidden zone,"" she accidentally falls into a giant bottomless pit after being startled by a strange creature.

Finding herself on the surface, a world literally turned upside down, she begins falling towards the sky only to be saved by Age, a discontented student of the totalitarian nation known as Aiga. The people of Aiga are taught to believe that ""Inverts,"" like Patema, are sinners that will be ""swallowed by the sky,"" but Age has resisted this propaganda and decides to protect his new friend. A chance meeting between two curious teenagers leads to an exploration of two unique worlds as they begin working together to unveil the secrets of their origins in Sakasama no Patema, a heart-warming film about overcoming differences in order to coexist.

[Written by MAL Rewrite]",movie,1,"Adventure, Award Winning, Sci-Fi","Studio Rikka, Purple Cow Studio Japan"
36949,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,7.93,886,300,"A dark age of cooking befalls Tootsuki Culinary Academy. With the Elite Ten's devastating coup d'état, Azami Nakiri is now the director of the prestigious school. Students must now conform to Azami's ideology of ""true gourmet food"" and are forbidden to express creativity, or else face expulsion.

However, Souma Yukihira and the members of the Polar Star Dormitory refuse to accept these changes. Aided by other rebellious first-years, including the tenth seat, Erina Nakiri, Souma and his allies band together to fight off supporters of Azami's regime. But corrupt instructors and the menacing Central organization stand in their way, and so they must work together, harder than ever before, to survive every underhanded plot designed to banish them from the school.

[Written by MAL Rewrite]
",tv,12,"Ecchi, Gourmet, School, Shounen",J.C.Staff
1921,Urusei Yatsura 2: Beautiful Dreamer,7.93,887,5060,"Not all is normal in Tomobiki, even by its standards. The students have been preparing feverishly for the first day of the student fair, which is scheduled to go on the next day. However, problems arise when some begin to notice that the next day simply will not come. As the students begin to try to find the reason for the problem, their beliefs about reality and the world of dreams are challenged.

(Source: ANN)",movie,1,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi, Shounen",Studio Pierrot
51180,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season,7.93,888,472,Third season of Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e.,tv,13,"Drama, Psychological, School, Suspense",Lerche
18179,Yowamushi Pedal,7.93,889,1146,"Sakamichi Onoda is a cheerful otaku looking to join his new school's anime club, eager to finally make some friends. Unfortunately, the club has been disbanded and he takes it upon himself to revive it by finding students who are willing to join. Without much luck, Onoda decides to make a round trip to Akihabara on his old, bulky city bicycle, a weekly 90-kilometer ride he has been completing since fourth grade.
 
This is when he meets fellow first year student, Shunsuke Imaizumi, a determined cyclist who is using the school's steep incline for practice. Surprised by Onoda's ability to climb the hill with his specific type of bicycle, Imaizumi challenges him to a race, with the proposition of joining the anime club should Onoda win. And thus begins the young boy's first foray into the world of high school bicycle racing!

[Written by MAL Rewrite]",tv,38,"Racing, Shounen, Sports",TMS Entertainment
61784,Zhu Xian 3rd Season,7.93,890,13625,"The Beast God is born, blood bathing the world, Daoxuan stands up to fight, the forces of good and evil usher in a huge change, Gui Li and Xueqi once again stand at the intersection of fate. After the catastrophe, people's hearts and artifacts are both on the verge of being shattered...

(Source: Tencent, translated)",ona,26,"Action, Adventure, Fantasy, Historical, Martial Arts",Cloud Art
55310,Atarashii Joushi wa Do Tennen,7.92,891,2910,"After 26-year-old Kentarou Momose develops health problems due to his boss' abuse, he quits his job and joins a different company. Now, he hopes to start anew under the care of his mentor and direct supervisor, 34-year-old Yuusei Shirosaki.

Shirosaki is a capable boss admired by his coworkers, which makes Momose fear letting him down and reliving the past traumas. However, Momose can rest easy, as Shirosaki is always delighted to help—even if he looks absolutely ridiculous doing it. Although it may take some adjusting, Momose realizes that there is no need for caution around his new, endearingly eccentric boss after all.

[Written by MAL Rewrite]",tv,12,"Adult Cast, Iyashikei, Slice of Life, Workplace",A-1 Pictures
59077,Benghuai: Xing Qiong Tiedao - Gelamo de Yujin,7.92,892,10804,"Article 22 of Glamoth's military regulations: Knights must give all they have to Her Majesty, the queen. Including their lives.

(Source: YouTube)",ona,1,"Action, Fantasy, Sci-Fi",
388,Capeta,7.92,893,3972,"After losing his mother at a very young age, elementary school student Capeta Taira is forced to become more independent to avoid his father worrying for him. Working in a paving company, his father is often busy and has to work overtime to make ends meet. However, no matter how tough he acts in front of his father, Capeta is ultimately just a lonely kid with a rough life. In addition to his typical house duties, he has to deal with the bully Nobu Andou which makes him feel worse, despite support from his classmate, Monami Suzuki.

One day, Capeta's father sees young go-kart drivers racing at high speeds and gets inspired by the scene. He then decides to collect scrapped parts available on the track and begins working on a gift for his son. Meanwhile, Capeta and Monami sneak into his workplace, suspecting that his father is up to something.  Much to their surprise, they see a go-kart built from discarded parts—with Capeta's name attached to it! Although it lacks an engine and looks worn out, the kart is mostly complete and functional.

Despite the heavy rain, Capeta cannot resist the urge to try out this new machinery. As he drives the kart downhill on a wet road, an incident that is almost a dangerous accident instead becomes a thrilling obsession. No longer bored with life, the engine of Capeta's heart is ignited with a new passion as he journeys into the world of racing. 

[Written by MAL Rewrite]",tv,52,"Racing, Shounen, Sports",Studio Comet
37150,Douluo Dalu,7.92,894,4415,"Tang San is one of Tang Sect martial art clan's most prestigious disciples and peerless in the use of hidden weapons. With high expectations, the sect's elders believe his future will be bright; yet Tang chooses to forsake this life at the cost of obtaining the sect's forbidden lore—an action punishable by death. Tang, now content with his ascension of knowledge, sees no reason to keep on living and jumps from Hell's Peak, but little did he know that that would not be the end of his existence. 

In Douluo Continent, the strong prevail and the weak perish. Each person possesses an innate spirit, some of which can be cultivated and strengthened, bestowing its user with various benefits. Those who were born with such spirits can become Spirit Masters, a profession regarded as one of the continent's most noble.

Tang, reincarnated into this strange world, knows only the life of a blacksmith's son. At the age of six, he takes part in the Spirit Master ceremony, and discovers his spirit is Blue Silver Grass—supposedly the world's most useless spirit. In contrast, however, he possesses strong spirit power. Now, aided by the memories of his previous life as well, Tang's future as a Spirit Master is in no way bleak.

[Written by MAL Rewrite]",ona,26,"Action, Adventure, Fantasy, Historical, Martial Arts, Reincarnation, Romance",Sparkly Key Animation Studio
55993,Fanren Xiu Xian Zhuan: Xinghai Feichi Prologue,7.92,895,6205,Prologue episodes to the third season of Fanren Xiu Xian Zhuan.,ona,4,"Action, Adventure, Fantasy, Historical, Martial Arts","Original Force, Wonder Cat Animation"
73,Full Metal Panic! The Second Raid,7.92,896,1033,"After overcoming various tumultuous events, mercenary sergeant Sousuke Sagara of Mithril and ""Whispered"" school girl Kaname Chidori return to their normal high school lives. Sousuke continues his efforts to assimilate with the civilian population and manage his mission at the same time, while Kaname attempts to support his endeavors (even though his antics often drive her up a wall). 

However, as their lives calm, new problems begin to appear. The appearance of an independent terrorist organization  known as Amalgam and internal conflicts within Mithril threaten to wreak unity into a series of failures and betrayals. And new, powerful Arm Slave models only worsen the situation when the world's peace is at stake. 

As Kaname and Sousuke face their own inner battles amidst life-threatening fights, will they be able to make the right choices and change their future?

[Written by MAL Rewrite]",tv,13,"Mecha, Military",Kyoto Animation
51318,Hanma Baki: Son of Ogre 2nd Season,7.92,897,2148,Second season of Hanma Baki: Son of Ogre.,ona,27,"Combat Sports, Gore, Shounen, Sports",TMS Entertainment
645,Hikaru no Go: Hokuto Hai e no Michi,7.92,898,4978,"Hikaru is given a phone call asking him to appear in the Japan/China/Korea Junior's Tournament but he finds out he will have to take place in a preliminary tournament to choose Japan's three contestants. Upon discussing this with Akira, he discovers that Akira has already been chosen for the tournament and will not be taking place in the preliminaries. Hikaru then decides not to visit Akira's Go Salon until he takes his place on the team with Akira. That may be tougher than originally planned, as not only does Hikaru have to battle with old friends for one of two coveted spots, but he may have a new challenger, in a promising player from the Kansai Go Institute. 

(Source: ANN)",special,1,"Shounen, Strategy Game",Studio Pierrot
3545,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,7.92,899,5306,"Ryoutsu, being an underpaid policeman, is always coming up with underhanded schemes in order to make a quick buck. But in the end, his plans (which are ridiculous to begin with) always go wrong and land him in big trouble with the chief.",tv,373,"Adult Cast, Comedy, Gag Humor, Shounen",Gallop
1088,Macross,7.92,900,2058,"After a mysterious spaceship crashes into Earth, humanity realizes that they are not alone. Fearing a potential threat from space, the world pushes aside their nationalism, conflicting interests, and cultural differences, unifying under the banner of the United Nations. The newly formed UN forces decide to repurpose the alien spacecraft, naming it SDF-1 Macross. Unfortunately, on the day of its maiden voyage, a fleet of spaceships belonging to a race of aliens known as the Zentradi descend upon Earth, and the SDF-1 Macross, acting of its own accord, shoots down the incoming squadron, sparking an intergalactic war.

In an attempt to escape, the Macross tries to launch itself into the Moon's orbit, but the ship—as well as the city it was in—is teleported to the far reaches of space. Caught up in this mess are Hikaru Ichijou, a free-spirited acrobatic pilot, and Minmay Lynn, an aspiring singer. These two, alongside Macross' crew, experience an epic journey rife with grief and drama, coming face-to-face with the cruelties of war along the way.

[Written by MAL Rewrite]",tv,36,"Mecha, Military, Music, Romance, Sci-Fi, Space",Tatsunoko Production
4985,Mahou Shoujo Lyrical Nanoha: The Movie 1st,7.92,901,4437,"Nanoha Takamachi, an ordinary third-grader, loves her family and friends more than anything else. One day, after having a strange dream in which a ferret gets injured, she sees the very same ferret in real life and rescues it. That ferret turns out to be Yuuno Scrya, a mage from another world who is trying to capture the 21 scattered Jewel Seeds before they cause serious damage to the universe. Yuuno is not powerful enough to capture the Jewel seeds on his own, so he grants Nanoha the intelligent device ""Raising Heart"" and begins training her as a mage.  

Unfortunately, the powerful Jewel Seeds attract those with ill intentions. Another mage, Fate Testarossa, is desperate to collect the seeds for some unknown and sinister purpose, though the solemn look in her eyes makes Nanoha think that there is more to Fate than meets the eye. Mahou Shoujo Lyrical Nanoha: The Movie 1st is a retelling of the original series, which tells the story of two young mages and how their strong emotions shape their actions.

[Written by MAL Rewrite]",movie,1,"Action, Comedy, Drama, Mahou Shoujo, Sci-Fi",Seven Arcs
569,Musekinin Kanchou Tylor,7.92,902,3403,"Justy Ueki Tylor is an average 20-year-old man: lazy, greedy, and a passionate womanizer. He plans to land an easy job with the United Planets Space Force that pays decently and is also far away from the rigorous combat raging throughout the galaxy.

However, Tylor's dreams of living a simple life are brought to a sudden halt when he stumbles into a dangerous hostage situation. Through one strange mishap after another, Tylor miraculously manages to save the hostages and is awarded command of the decrepit space-cruiser Soyokaze!

Now Tylor finds himself in charge of sending mad mercenaries, proud pilots, skeptical colleagues, and harsh commanders through the infinite expanse of the universe, all the while avoiding the looming threat of the Holy Raalgon Empire. What misadventures await the irresponsible Captain Tylor?

[Written by MAL Rewrite]",tv,26,"Adult Cast, Comedy, Military, Parody, Sci-Fi, Space",Tatsunoko Production
15689,Nekomonogatari: Kuro,7.92,903,426,"After surviving a vampire attack, Koyomi Araragi notices that his friend and savior, Tsubasa Hanekawa, has been acting strange. When he happens to cross paths with her on his way to a bookstore and sees she has a bandage on her face, he knows something must definitely be wrong. Araragi wants to help her, but Hanekawa assures him that her wound is just something she received at home and that he should not concern himself with it. But when a white cat with no tail is hit and killed by a car, the pair bury the creature and the real trouble begins.

When Araragi later pays a visit to his friend Meme Oshino and recounts the day's events, he is informed what they have buried is actually an apparition, one perfect for Hanekawa in her current state. Tasked with finding his friend to confirm her safety, he discovers that she has attacked her parents, possessed by the ""Sawari Neko."" Now, it is up to Araragi to help Hanekawa as she once helped him.

[Written by MAL Rewrite]",tv_special,4,"Ecchi, Mystery, Romance, Supernatural",Shaft
8740,One Piece Film: Strong World Episode 0,7.92,904,2525,"Set over 20 years prior to the main One Piece story, this limited release OVA chronicles the confrontation between Gold Lion Shiki and Gold Roger as well as other events around the world around the time of the Pirate King's execution. ",ova,1,"Adventure, Fantasy, Shounen",Toei Animation
5682,Phantom: Requiem for the Phantom,7.92,905,767,"Mafia is rife in America where assassinations are a regular occurrence on the streets. Inferno, a mysterious company, is behind most of these dealings through the use of their near-invincible human weapon, ""Phantom.""

One day, a Japanese tourist accidentally witnesses Phantom's latest murder. Desperate to escape, the tourist hides in a secluded building. However, Phantom, revealed to be a young woman named Ein, and the leader of Inferno ""Scythe Master"" captures the tourist and brainwashes him.

Given the name ""Zwei,"" this once peaceful tourist is now a puppet of Inferno with no memories. Drawn into a world of lies, deceit, and violence, Zwei must fight to survive, hopefully to one day regain his memories and escape from this world where he is constantly on the brink of death.

[Written by MAL Rewrite]",tv,26,"Action, Drama, Organized Crime, Suspense",Bee Train
27775,Plastic Memories,7.92,906,181,"Eighteen-year-old Tsukasa Mizugaki has failed his college entrance exams, but after pulling some strings, he manages to land a job at the Sion Artificial Intelligence Corporation. SAI Corp is responsible for the creation of ""Giftias""—highly advanced androids which are almost indiscernible from normal humans. However, unlike humans, Giftias have a maximum lifespan of 81,920 hours, or around nine years and four months. Terminal Service One, the station Tsukasa was assigned to, is responsible for collecting Giftias that have met their expiration date, before they lose their memories and become hostile.

Promptly after joining Terminal Service One, Tsukasa is partnered with a beautiful Giftia named Isla. She is a Terminal Service veteran and considered the best in Giftia retrievals, contrary to her petite figure and placid nature. Time is fleeting though, and Tsukasa must come to terms with his feelings for Isla before her time is up. No matter how much someone desires it, nothing lasts forever.

[Written by MAL Rewrite]",tv,13,"Drama, Romance, Sci-Fi",Doga Kobo
59360,Rock wa Lady no Tashinami deshite,7.92,907,2703,"Oushin Girls' Academy is a respected institution reserved only for wealthy young ladies. Very few of its students excel enough to earn the title of Noble Maiden, awarded to those who embody the ideal Japanese woman of culture and refinement. Lilisa Suzunomiya, a girl of common roots, has suddenly found herself as the daughter of a newly remarried real estate mogul and seeks to become a Noble Maiden to prove that commoners like her can be noble as well.

The most difficult challenge Lilisa has faced in pursuit of this goal is abandoning her love of rock music to keep up the rich girl facade she must now wear. But her resolve crumbles once she happens upon Otoha Kurogane, the daughter of a prominent politician, skillfully playing the drums while rocking out in an abandoned school building. Despite initially being at odds, they embrace their passion for music together while leading a double life.

[Written by MAL Rewrite]",tv,13,"Comedy, Music, School, Seinen",Bandai Namco Pictures
12815,Shirokuma Cafe,7.92,908,2365,"Situated near the local zoo and owned by the charismatic polar bear Shirokuma, Shirokuma Cafe is a popular spot for animals and humans alike, allowing them to sit back and relax after a hard day of work. Whether it's a cold beverage or the latest item on his menu, Shirokuma finds joy in being able to serve his customers, often striking up conversations about various subjects.

Together with the sarcastic Penguin and the clumsy Panda, they form an odd trio who get themselves caught up in all sorts of misadventures with their other friends such as Grizzly, a bar owner, and Sasako, a human who works at the cafe. From dealing with unrequited love, outdoor camping trips, karaoke sessions, and even the secret to brewing delicious coffee, there's always something bound to be happening in Shirokuma Cafe!

[Written by MAL Rewrite]",tv,50,"Anthropomorphic, Iyashikei, Josei, Slice of Life, Workplace",Studio Pierrot
42640,Wan Sheng Jie 2,7.92,909,6071,"""Dear Mom and Dad, it's already been a year since I left home. Don't worry- I'm doing great! I can take care of myself now. And I've learned to take care of others, too. Before, I never could have imagined having so many friends. But now, I can hardly imagine living without them. I think... Here, is my second home.""

It was all a lie.

Suspicion. Betrayal. Conspiracy. 

(Source: PV)",ona,12,"Comedy, Fantasy, Mythology, Urban Fantasy","Fenz, HMCH"
49587,Wan Sheng Jie 3,7.92,910,7059,Third season of Wan Sheng Jie.,ona,12,"Comedy, Fantasy, Mythology, Urban Fantasy","Fenz, HMCH"
35968,Wotaku ni Koi wa Muzukashii,7.92,911,166,"Having slept through all four of her alarms, the energetic Narumi Momose finds herself running late for her first day of work at a new office. As she races to catch her train, she makes a promise to herself that none of her coworkers will find out about her dark secret: that she is an otaku and a fujoshi. Her plan goes instantly awry, though, when she runs into Hirotaka Nifuji, an old friend from middle school. Although she tries to keep her secret by inviting him out for drinks after work, her cover is blown when he casually asks her whether or not she will be attending the upcoming Summer Comiket. Luckily for her, the only witnesses—Hanako Koyanagi and Tarou Kabakura—are otaku as well.
            
Later that night, the pair go out for drinks so that they can catch up after all the years apart. After Narumi complains about her previous boyfriend breaking up with her because he refused to date a fujoshi, Hirotaka suggests that she try dating a fellow otaku, specifically himself. He makes a solemn promise to always be there for her, to support her, and to help her farm for rare drops in Monster Hunter. Blown away by the proposal, Narumi agrees immediately. Thus the two otaku start dating, and their adorably awkward romance begins.

[Written by MAL Rewrite]",tv,11,"Adult Cast, Comedy, Otaku Culture, Romance, Workplace",A-1 Pictures
62249,Wu Dong Qian Kun 6th Season,7.92,912,13741,"Lin Dong and his friends venture into a dangerous ancient land to gain strength for the Hundred Dynasties War. He defeats his rival Lin Langtian, gains new skills, and saves his friend. After earning a spot in the final and winning again, he stops a plot from the Western Domain to take over the battlefield. In the end, Lin Dong becomes the champion and joins the prestigious Dao Sect.

(Source: WeTV)",ona,12,"Action, Adventure, Fantasy, Historical, Martial Arts",Motion Magic
41923,Yi Nian Yong Heng,7.92,913,5198,"One will to create oceans. One will to summon the mulberry fields.

One will to slaughter countless devils. One will to eradicate innumerable immortals.

Only my will… is eternal.

A Will Eternal tells the tale of Bai Xiaochun, an endearing but exasperating young man who is driven primarily by his fear of death and desire to live forever, but who deeply values friendship and family.

(Source: Novel Updates)",ona,52,"Action, Adventure, Comedy, Fantasy, Historical, Martial Arts",B.CMAY PICTURES
58555,You Shou Yan 3rd Season,7.92,914,15105,Third season of You Shou Yan.,ona,12,"Comedy, Fantasy",Fenz
30279,Yuru Yuri San☆Hai!,7.92,915,1955,"The members of the Amusement Club are back with more of Kyouko Toshinou's antics, Chinatsu Yoshikawa's schemes, Yui Funami's retorts, and Akari Akaza's small social presence as they strive to make each day as fun as the last! Whether the activity is an arm wrestling contest or making pancakes together, the group of entertainment-seekers are sure to give it their all.

The club members are often joined by their friends in the Student Council, who know how to have a good time as well. While it can get a little chaotic when all eight girls get together, it sure doesn't stop them from meeting up and having fun!

[Written by MAL Rewrite]",tv,12,"CGDCT, Comedy, Gag Humor, Girls Love, School",TYO Animations
34944,Bungou Stray Dogs: Dead Apple,7.91,916,897,"A large-scale catastrophe is occurring across the planet. Ability users are discovered after the appearance of a mysterious fog, apparently having committed suicide, so the Armed Detective Agency sets out to investigate these mysterious deaths. The case seems to involve an unknown ability user referred to as ""Collector,"" a man who could be the mastermind behind the incident.

Trust and courage are put to the test in order to save the city of Yokohama and ability users across the world from the grip of Collector where the Armed Detective Agency forms an unlikely partnership with the dangerous Port Mafia. 

[Written by MAL Rewrite]",movie,1,"Action, Adult Cast, Detective, Mystery, Organized Crime, Seinen, Super Power",Bones
34437,Code Geass: Fukkatsu no Lelouch,7.91,917,806,"Since the demise of the man believed to be Britannia's most wicked emperor one year ago, the world has enjoyed an unprecedented peace under the guidance of the United Federation of Nations. However, this fragile calm is shattered when armed militants successfully kidnap former princess Nunnally vi Britannia and Suzaku Kururugi, the chief advisor of the Black Knights, sparking an international crisis.

The powerful and untrustworthy Kingdom of Zilkhstan is accused of orchestrating their capture. To investigate, world authorities send Kallen Stadtfeld and her associates on a covert operation into the country. There, they encounter the immortal witch C.C., who is on a mission to complete the resurrection of the man responsible for the greatest revolution in history—a legend who will rise up, take command, and save the world from peril once again.

[Written by MAL Rewrite]",movie,1,"Drama, Mecha, Military, Sci-Fi, Super Power",Sunrise
22961,Date A Live II: Kurumi Star Festival,7.91,918,1392,"On the day of the Tanabata festival, Shidou Itsuka happens to meet the eerie Kurumi Tokisaki, who proceeds to ask him out on a date. Although nervous, Shidou accepts the offer. The two spend their time visiting to a planetarium, buying food at the festival, and trying out a mock wedding ceremony. Meanwhile, Shirou's friends—Tooka Yatogami, Yoshino, and Kotori Itsuka—are looking for him, while also enjoying the festival themselves.
 
As Shidou spends the day with Kurumi, he begins to notice an unexpected softer side of her. He knows that Kurumi is infamously called the ""Worst Spirit,"" but the girl standing before him is a gentle soul. However, as the day draws to a close, Shirou finally begins to understand the truth behind it all.
 
[Written by MAL Rewrite]",ova,1,Romance,Production IMS
2471,Doraemon (1979),7.91,919,2939,"Nobita Nobi is a normal fourth grade student. This all changes, however, when a blue robotic cat appears from his desk drawer. Calling himself Doraemon, this robot tells Nobita that his future descendants from the 22nd century live in poverty because of all the mistakes he made. Therefore, they have sent Doraemon to serve as a guide and mentor to Nobita, so that their future may change for the better. What Doraemon comes to learn, though, is that Nobita is the weakest and laziest student in the whole school.

To assist in his quest, Doraemon has a four-dimensional pocket with him, in which he keeps various machines and gadgets from the future. Unfortunately, these often result in even more trouble for Nobita. Will Doraemon really be able to achieve his mission of changing Nobita, or will he remain as he is?

[Written by MAL Rewrite]",tv,1787,"Adventure, Anthropomorphic, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Shin-Ei Animation
